StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,section,Q1.1,Q1.2,Q1.3,Q1.4,Q2.2,Q3.1,Q3.1_7_TEXT,Q3.2,Q3.3,Q3.3_6_TEXT,Q3.4_1,Q3.5_1,Q3.6,Q3.7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.1_6,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q7.3_6,Q7.4_1,Q7.4_2,Q7.4_3,Q7.4_4,Q7.4_5,Q7.4_6,Q7.4_7
##########,##########,IP Address,,100,3864,TRUE,##########,,,,,,,,email,EN,2,,asparagus-raspberry,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,My parents encouraged me to",,"Took AP Calculus AB,Took AP Calculus BC,Took other AP courses,Took other dual enrollment courses",Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Psychology,Statistical and Data Sciences,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Sometimes,Often,Sometimes,Often,Often,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 1 and 5 hours,Less than 1 hour,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree
##########,##########,IP Address,,100,496,TRUE,##########,,,,,,,,email,EN,2,,blue-cucumber,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It fulfilled another requirement,Curiosity or interest in computer science",,Took AP Computer Science Principles,Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Psychology,SDS,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Often,Often,Sometimes,Often,Often,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Between 5 and 10 hours,Between 1 and 5 hours,Between 5 and 10 hours,Between 1 and 5 hours,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
##########,##########,IP Address,,100,277,TRUE,##########,,,,,,,,email,EN,2,,blue-fig,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Learned a computer programming language on my own,Worked a job related to computer science",Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Engineering,Ethics,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Sometimes,Always,Always,Always,Always,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,723,TRUE,##########,,,,,,,,email,EN,2,,blush-grape,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It fulfilled another requirement,,Took a computer science or programming course not associated with AP or dual enrollment,Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,English,Spanish,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Often,Always,Rarely,Often,Always,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Between 1 and 2 hours,Between 1 and 2 hours,Between 1 and 2 hours,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree
##########,##########,IP Address,,100,423,TRUE,##########,,,,,,,,email,EN,2,,blush-redcurrant,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,It helped build my computer science skills for my other interests",,,Junior,,I already declared a CS Major,I am sure that I will NOT Declare a CS Minor,PSY,SDS,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Rarely,Sometimes,Often,Sometimes,Often,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
##########,##########,IP Address,,100,570,TRUE,##########,,,,,,,,email,EN,2,,brown-quince,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It helped build my computer science skills for my other interests,,"Took AP Calculus AB,Took AP Calculus BC",Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biology,Geosciences,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Sometimes,Always,Often,Always,Sometimes,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
##########,##########,IP Address,,100,262128,TRUE,##########,,,,,,,,email,EN,2,,cerise-satsuma,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,My parents encouraged me to",,"Took a computer science or programming course not associated with AP or dual enrollment,Completed an online course related to computer science or programming (e.g., MOOC)",First Year,,I might or might not declare a CS major,I might or might not declare a CS Minor,"NA, but leaning towards Data Science",NA,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Often,Often,Always,Always,Often,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Between 1 and 2 hours,Between 1 and 2 hours,Between 1 and 2 hours,Between 1 and 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
##########,##########,IP Address,,100,458,TRUE,##########,,,,,,,,email,EN,2,,chestnut-artichoke,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,Engaged in software or hardware related projects,First Year,,I am sure that I WILL Declare a CS Major,I lean towards NOT Declaring a CS Minor,NA,NA,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Always,Rarely,Never,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree
##########,##########,IP Address,,100,458,TRUE,##########,,,,,,,,email,EN,2,,copper-horseradish,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took AP Calculus BC,Took other AP courses,Engaged in software or hardware related projects",First Year,,I lean towards NOT Declaring a CS Major,I lean towards NOT Declaring a CS Minor,NA,Five College Asian/Pacific/American Studies Certificate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,Often,Sometimes,Often,Often,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,100,324,TRUE,##########,,,,,,,,email,EN,2,,denim-asparagus,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,"Took AP Calculus BC,Took other AP courses,Took a computer science or programming course not associated with AP or dual enrollment",First Year,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biology,,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Always,Sometimes,Always,Always,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree
##########,##########,IP Address,,100,524,TRUE,##########,,,,,,,,email,EN,2,,eggplant-daikon,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Learned a computer programming language on my own,Took part in student groups related to computer science",Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biology,German Studies minor,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Sometimes,Often,Always,Sometimes,Often,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Between 1 and 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
##########,##########,IP Address,,100,390,TRUE,##########,,,,,,,,email,EN,2,,gold-blackcurrant,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It was required for my major/minor,,,Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Psychology,Statistical and Data Sciences,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Sometimes,Often,Always,Always,Always,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
##########,##########,IP Address,,100,338,TRUE,##########,,,,,,,,email,EN,2,,green-mushroom,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It fulfilled another requirement,It helped build my computer science skills for my other interests",,,Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,History,Studio Art,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Sometimes,Always,Sometimes,Often,Often,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 5 and 10 hours,Less than 1 hour,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
##########,##########,IP Address,,100,314,TRUE,##########,,,,,,,,email,EN,2,,mahogany-avocado,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,Took a computer science or programming course not associated with AP or dual enrollment,First Year,,I lean towards Declaring a CS Major,I lean towards NOT Declaring a CS Minor,NA,NA,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Rarely,Always,Always,Always,Often,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 1 and 5 hours,Between 1 and 2 hours,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
##########,##########,IP Address,,100,367,TRUE,##########,,,,,,,,email,EN,2,,mauvelous-lettuce,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,It helped build my computer science skills for my other interests",,,First Year,,I lean towards NOT Declaring a CS Major,I might or might not declare a CS Minor,Quantitative Economics,Global Finance,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Sometimes,Always,Sometimes,Always,Always,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Less than 1 hour,Between 1 and 2 hours,Between 1 and 5 hours,Between 1 and 2 hours,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree
##########,##########,IP Address,,100,372,TRUE,##########,,,,,,,,email,EN,2,,orchid-caraway,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,My parents encouraged me to",,Took other AP courses,Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,SOC,SDS,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Often,Sometimes,Always,Sometimes,Always,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree
##########,##########,IP Address,,100,536,TRUE,##########,,,,,,,,email,EN,2,,orchid-elderberry,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science",,Took other AP courses,First Year,,I lean towards NOT Declaring a CS Major,I am sure that I will NOT Declare a CS Minor,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Rarely,Often,Sometimes,Sometimes,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
##########,##########,IP Address,,100,176,TRUE,##########,,,,,,,,email,EN,2,,razzmatazz-courgette,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,,Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Chemistry,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Sometimes,Often,Often,Sometimes,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Between 1 and 2 hours,Between 1 and 5 hours,Between 1 and 2 hours,Between 1 and 5 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
##########,##########,IP Address,,100,1862,TRUE,##########,,,,,,,,email,EN,2,,sepia-habanero,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Learned a computer programming language on my own,Engaged in software or hardware related projects",First Year,,I lean towards NOT Declaring a CS Major,I might or might not declare a CS Minor,NA,NA,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Always,Always,Often,Always,Often,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Between 1 and 2 hours,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
##########,##########,IP Address,,100,1169,TRUE,##########,,,,,,,,email,EN,2,,shadow-cantaloupe,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,,First Year,,I am sure that I will NOT Declare a CS Major,I lean towards NOT Declaring a CS Minor,Engineering,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Always,Always,Always,Always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Between 5 and 10 hours,Between 1 and 2 hours,Between 1 and 5 hours,Between 1 and 5 hours,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
